local date,local time,city,lat,lon,aqi,h,p,pm10,pm25,so2,t,w,wg,co,no2,o3,dew,r
2020-03-18,23:00:00,"San Francesco, Emilia Romagna, Italy",44.542152405,10.819877625,35,55.0,1022.0,35.0,68.0,,11.1,3.0,4.0,,32.0,33.3,,
2020-03-18,23:00:00,"Spinadesco , Lombardia, Italy",45.15047339,9.93059842,127,75.0,1019.7,53.0,127.0,,8.8,0.3,0.5,,25.2,41.9,,
2020-03-18,23:00:00,"Darfo , Lombardia, Italy",45.87460256,10.17736553,87,75.5,1022.3,33.0,87.0,,9.1,1.0,4.5,,21.1,45.5,,
2020-03-18,23:00:00,"Acquapendente, Viterbo, Lazio, Italy",42.7477229,11.8630202,61,58.2,1025.3,19.0,61.0,0.4,16.3,2.2,4.3,0.1,3.2,30.1,,
2020-03-20,07:00:00,"San Vitaliano Scuola Elementare Marconi, San Vitaliano, Campania, Italy",40.92431,14.48133,10,80.5,1024.0,56.0,118.0,3.1,11.8,0.4,0.9,,15.4,10.1,,
2020-03-18,23:00:00,"Sesto San Giovanni , Lombardia, Italy",45.53476819,9.23610903,161,67.9,1020.5,,161.0,,11.6,,,0.1,16.5,,,
2020-03-18,23:00:00,"Gavello, Emilia Romagna, Italy",44.928769,11.178946,107,81.6,1026.0,43.0,107.0,,10.4,2.3,4.5,0.1,7.8,39.4,,
2020-03-18,23:00:00,"Leonessa, Rieti, Lazio, Italy",42.5660721,12.962445,46,48.0,1027.0,13.0,46.0,0.2,5.0,2.0,15.4,0.1,1.9,32.9,-5.0,
2020-03-18,23:00:00,"Lodi S. Alberto, Lombardia, Italy",45.30278678,9.49528589,132,81.5,1019.8,54.0,132.0,,10.0,0.1,0.6,,30.2,43.1,,
2020-03-18,23:00:00,"Francia, Roma, Lazio, Italy",41.9644063,12.6684397,78,46.0,1023.5,31.0,78.0,0.5,18.8,4.0,7.7,,12.4,17.1,,
2020-03-18,23:00:00,"Remesina, Emilia Romagna, Italy",44.800377,10.884255,44,74.5,1027.3,44.0,50.0,,9.8,0.5,3.7,,40.7,38.2,,
2020-03-18,23:00:00,"Parco Resistenza, Emilia Romagna, Italy",44.215153,12.04816,74,69.3,1024.6,31.0,74.0,,10.3,5.3,6.6,0.1,27.9,42.7,,
2020-03-18,23:00:00,"p.le Rosmini, Trieste, Friuli Venezia Giulia, Italy",45.640486,13.766081,55,68.0,1024.4,19.0,55.0,0.9,15.8,1.5,,,,,9.9,99.2
2020-03-18,23:00:00,"Barco Nuova, Emilia Romagna, Italy",44.85998,11.61,95,53.5,1022.7,39.0,95.0,,14.4,0.5,,0.1,36.6,44.3,,
2020-03-18,23:00:00,"Malcantone, Emilia Romagna, Italy",44.890934,10.399611,93,53.1,1008.2,40.0,93.0,5.1,16.1,,0.1,,19.2,33.8,,
2020-03-18,23:00:00,"San Lazzaro, Emilia Romagna, Italy",44.467189,11.416601,30,77.8,1023.2,30.0,59.0,,11.2,0.6,0.6,0.1,29.3,27.3,,
2020-03-18,23:00:00,"Rieti 1, Rieti, Lazio, Italy",42.404509,12.8567281,76,48.0,1027.0,22.0,76.0,0.5,5.0,2.0,15.4,0.1,3.2,21.6,-5.0,
2020-03-18,23:00:00,"Aldo Mei, Beinasco, Piemonte, Italy",45.0305638,7.595251,95,55.9,1023.6,,95.0,,8.8,0.8,1.8,,,,,
2020-03-18,23:00:00,"Marecchia, Emilia Romagna, Italy",44.064308167,12.552490234,129,66.0,1023.0,58.0,129.0,,11.0,0.5,,0.1,23.8,41.5,5.0,
2020-03-18,23:00:00,"Villa ada, Roma, Lazio, Italy",41.9328321,12.5012473,76,38.0,1021.1,33.0,76.0,0.3,21.6,5.0,9.0,0.1,13.3,15.9,,
2020-03-18,23:00:00,"Badia, Emilia Romagna, Italy",44.658226,10.289367,74,53.1,1008.2,25.0,74.0,,16.1,,0.1,,9.6,42.3,,
2020-03-18,23:00:00,"Tagliati, Emilia Romagna, Italy",44.670378,10.9623,39,55.0,1022.0,14.0,50.0,,11.1,3.0,4.0,,5.1,39.4,,
2020-03-17,23:00:00,"Castelluccio, Emilia Romagna, Italy",44.14044,10.917166,31,58.0,1026.2,11.0,30.0,,10.5,6.0,14.0,,3.7,30.9,,
2020-03-20,07:00:00,"Polla Area Tritovagliatore, Campania, Italy",40.470596,15.298722999999995,10,1.0,1021.6,9.0,32.0,0.1,0.5,803.0,803.0,10.0,13.2,,,
2020-03-18,23:00:00,"Savignano Di Rigo, Emilia Romagna, Italy",43.927406,12.224794,38,57.0,1025.9,26.0,85.0,,12.4,2.3,6.3,,5.1,37.8,,
2020-03-18,23:00:00,"Calusco , Lombardia, Italy",45.69043647,9.48426111,87,67.5,1023.0,33.0,87.0,1.1,10.8,0.5,0.5,0.1,17.4,41.5,,
2020-03-18,23:00:00,"Capannori, Capannori, Italy",43.838363142651,10.573105456095,119,32.5,1024.4,46.0,119.0,0.7,22.7,4.0,5.5,,19.7,,,
2020-03-20,07:00:00,"Avellino Scuola Alighieri, Avellino, Campania, Italy",40.91882,14.78553,6,80.2,1024.0,26.0,68.0,,11.9,0.4,1.1,5.5,12.8,,,
2020-03-18,23:00:00,"Cremona Fatebenefratelli, Lombardia, Italy",45.14254358,10.04384767,134,75.0,1019.7,54.0,134.0,1.1,8.8,0.3,0.5,0.1,43.0,37.8,,
2020-03-17,23:00:00,"Via Pitacco, Trieste, Friuli Venezia Giulia, Italy",45.62420762,13.78026035,55,10.0,1024.0,19.0,55.0,2.1,22.2,3.0,12.0,,,,,
2020-03-17,23:00:00,"Cittadella, Emilia Romagna, Italy",44.792419,10.330985,74,53.1,1008.2,24.0,74.0,,16.1,,0.1,,31.6,33.3,,
2020-03-18,23:00:00,"Guido, Roma, Lazio, Italy",41.9248746,12.4934413,76,36.6,1021.4,28.0,76.0,0.6,20.8,4.1,11.3,0.1,4.6,20.4,,
2020-03-18,23:00:00,"V.Cairoli, Udine, Friuli Venezia Giulia, Italy",46.06611716,13.2406876,59,39.5,1024.6,21.0,59.0,0.1,19.5,0.7,2.5,,,,,
2020-03-18,23:00:00,"Giardini, Emilia Romagna, Italy",44.636985,10.905724,44,55.0,1022.0,44.0,78.0,,11.1,3.0,4.0,,49.9,35.4,,
2020-03-18,23:00:00,"Acropoli, Arezzo, Italy",43.458591187681,11.888247347751,55,36.0,1025.3,18.0,55.0,,20.5,2.0,4.0,,15.1,,,
2020-03-18,23:00:00,"Verra, Trecate, Piemonte, Italy",45.4371054,8.7452213,124,86.4,1023.3,,124.0,,6.8,0.5,0.4,,,,,
2020-03-18,23:00:00,"Zalamella, Emilia Romagna, Italy",44.427783966,12.186494827,40,75.1,1023.8,40.0,72.0,5.1,12.5,3.5,4.3,0.1,33.0,38.6,,
2020-03-18,23:00:00,"Fiumicino Villa Guglielmi, Roma, Lazio, Italy",41.7702662,12.2366768,89,37.0,1025.0,32.0,89.0,0.3,19.0,4.1,,0.1,11.5,22.4,4.0,
2020-03-20,07:00:00,"Casoria Scuola Palizzi (CAM), Casoria, Campania, Italy",40.91463,14.29866,5,81.0,1023.0,39.0,93.0,,9.0,1.0,11.3,,15.8,4.8,6.0,
2020-03-17,23:00:00,"Rubino, Torino, Piemonte, Italy",45.0402149,7.6227648,87,61.3,1019.7,,87.0,,11.4,0.3,2.6,,,,,
2020-03-18,23:00:00,"Verucchio, Emilia Romagna, Italy",44.013877,12.420964,154,46.6,1023.2,33.0,154.0,,14.4,4.6,10.3,0.1,6.4,42.3,,
2020-03-18,23:00:00,"Treviglio , Lombardia, Italy",45.51933533,9.59201917,95,76.0,1022.0,46.0,95.0,0.6,9.0,2.8,,0.1,44.8,,5.0,
2020-03-18,23:00:00,"S. Rocco, Emilia Romagna, Italy",44.873727,10.664777,114,58.7,1023.9,46.0,114.0,,14.1,0.2,0.7,0.1,12.4,43.5,,
2020-03-18,23:00:00,"Viareggio, Viareggio, Italy",43.881437296938,10.244316772468,93,28.0,1022.9,37.0,93.0,,22.7,5.8,7.6,,30.2,,,
2020-03-18,23:00:00,"Montale, Montale, Italy",43.913660405481,11.006226278906,63,35.5,1024.2,21.0,63.0,,21.1,5.0,8.7,0.1,11.9,,,
2020-03-18,23:00:00,"Flaminia, Emilia Romagna, Italy",44.052101135,12.575679779,56,66.0,1023.0,56.0,82.0,,11.0,0.5,,0.1,24.3,33.3,5.0,
2020-03-18,23:00:00,"Paradigna, Emilia Romagna, Italy",44.841275,10.344572,85,53.1,1008.2,38.0,85.0,5.1,16.1,,0.1,,42.1,33.3,,
2020-03-18,23:00:00,"Lm-pr-paip, Emilia Romagna, Italy",44.921606,10.326173,89,53.1,1008.2,40.0,89.0,5.1,16.1,,0.1,,31.6,33.8,,
2020-03-18,23:00:00,"Fontechiari, Frosinone, Lazio, Italy",41.668821,13.6755001,70,25.0,1033.4,25.0,70.0,0.3,23.3,5.0,6.0,0.1,6.4,15.9,,
2020-03-18,23:00:00,"Ponti sul Mincio , Lombardia, Italy",45.41277633,10.68336214,107,85.0,1015.0,43.0,107.0,,10.0,4.1,,,20.6,45.1,7.6,
2020-03-18,23:00:00,"Roma, Emilia Romagna, Italy",44.215974,12.057502,29,69.3,1024.6,29.0,63.0,,10.3,5.3,6.6,0.1,35.2,36.2,,
2020-03-20,07:00:00,"Acerra Zona Industriale, Acerra, Campania, Italy",40.97971,14.401,5,80.0,1016.4,4.0,103.0,1.3,10.3,1.0,,4.6,13.9,,7.0,
2020-03-18,23:00:00,"Monza Machiavelli, Lombardia, Italy",45.574117,9.263808,107,92.0,1020.7,43.0,107.0,2.6,5.0,1.5,2.5,0.1,36.6,45.9,,
2020-03-18,23:00:00,"Mantova S.Agnese, Lombardia, Italy",45.16057658,10.79557331,112,87.0,1022.4,51.0,112.0,,7.7,1.7,0.5,0.1,34.3,10.2,,
2020-03-18,23:00:00,"Timavo, Emilia Romagna, Italy",44.69955,10.622759,91,58.7,1023.9,42.0,91.0,,14.1,0.2,0.7,0.1,48.9,40.3,,
2020-03-18,23:00:00,"Merate , Lombardia, Italy",45.69795956,9.40619194,85,87.0,1022.1,37.0,85.0,,6.6,0.2,,0.1,31.6,45.1,,
2020-03-18,23:00:00,"Franchini-angeloni, Emilia Romagna, Italy",44.141382,12.244744,46,73.5,1024.9,46.0,85.0,,12.2,0.5,0.5,0.1,25.6,35.0,,
2020-03-20,07:00:00,"Battipaglia parco fiume, Battipaglia, Campania, Italy",40.61107,14.97584,9,1.0,1021.5,13.0,29.0,2.6,0.5,803.0,803.0,,14.0,9.0,,
2020-03-18,23:00:00,"San Leo, Emilia Romagna, Italy",43.907219,12.401233,33,46.6,1023.2,22.0,85.0,,14.4,4.6,10.3,,5.1,33.3,,
2020-03-20,07:00:00,"Ospedale Santobono, Napoli, Campania, Italy",40.84936,14.23111,-,85.0,1023.9,44.0,,,13.3,0.3,,,30.9,,,
2020-03-16,23:00:00,"A2A Via Natisone, Gorizia, Friuli Venezia Giulia, Italy",45.805178,13.522052,38,40.0,1025.0,10.0,38.0,0.1,20.0,2.5,9.7,,,,6.0,
2020-03-18,23:00:00,"Parco Edilcarani, Emilia Romagna, Italy",44.540382385,10.792358398,74,55.0,1022.0,30.0,74.0,,11.1,3.0,4.0,,21.5,37.4,,
2020-03-18,23:00:00,"Colleferro Europa, Roma, Lazio, Italy",41.7272528,13.0037837,97,33.0,1024.2,39.0,97.0,0.2,17.9,2.7,8.2,0.1,9.2,26.0,,
2020-03-18,23:00:00,"S. Lazzaro, Emilia Romagna, Italy",44.689042,10.663591,91,45.0,1019.1,36.0,91.0,,15.7,1.2,2.4,0.1,31.1,40.3,,
2020-03-18,23:00:00,"Cavaliere, Roma, Lazio, Italy",41.9363397,12.6544146,87,43.4,1021.9,34.0,87.0,0.5,18.4,,,,11.9,17.1,,
2020-03-18,23:00:00,"Ceno, Emilia Romagna, Italy",45.054420471,9.726859093,112,68.5,1018.2,45.0,112.0,,11.6,,,0.1,41.6,32.9,,
2020-03-18,23:00:00,"Cremona Cadorna, Lombardia, Italy",45.13195042,10.01574064,114,75.0,1019.7,50.0,114.0,1.1,8.8,0.3,0.5,0.1,37.5,,,
2020-03-18,23:00:00,"A2A Fossalon, Gorizia, Friuli Venezia Giulia, Italy",45.731622,13.486356,50,40.0,1025.0,15.0,50.0,1.1,20.0,2.5,9.7,,,,6.0,
2020-03-18,23:00:00,"Cassana, Emilia Romagna, Italy",44.849548,11.562287,85,53.5,1022.7,35.0,85.0,,14.4,0.5,,0.1,17.0,44.3,,
2020-03-20,06:00:00,"via flora, Benevento, Campania, Italy",41.13146,14.78938,77,81.3,1023.9,28.0,77.0,,9.0,0.4,1.0,,10.5,,,
2020-03-18,23:00:00,"Giardini Margherita, Emilia Romagna, Italy",44.483628,11.355035,65,61.2,1026.3,27.0,65.0,,14.7,0.5,2.5,0.1,11.9,31.3,,
2020-03-18,23:00:00,"Via Chiarini, Emilia Romagna, Italy",44.500093,11.286065,76,66.0,1026.0,28.0,76.0,,11.5,2.5,,0.1,30.2,40.3,5.5,
2020-03-18,23:00:00,"Latina Scalo, Latina, Lazio, Italy",41.5338395,12.9467669,80,45.6,1022.2,31.0,80.0,0.2,19.3,0.1,3.8,0.1,11.0,30.0,,
2020-03-20,07:00:00,"Acerra scuola Caporale, Acerra, Campania, Italy",40.94108,14.36981,10,76.0,1023.0,5.0,35.0,,10.0,1.2,11.3,10.0,10.3,,6.0,
2020-03-18,23:00:00,"Sannazzaro de Burgondi , Lombardia, Italy",45.10277464,8.90418742,107,7.0,,43.0,107.0,3.6,9.5,0.2,0.4,,36.6,,,
2020-03-18,23:00:00,"Lodi via Vignati, Lombardia, Italy",45.30601628,9.48527511,95,81.5,1019.8,53.0,95.0,2.1,10.0,0.1,0.6,0.1,45.7,,,
2020-03-18,23:00:00,"Brescia Broletto, Lombardia, Italy",45.54006456,10.22281989,99,66.0,1012.5,40.0,99.0,,10.0,3.5,4.0,0.1,38.0,,,
2020-03-18,23:00:00,"Viterbo, Viterbo, Lazio, Italy",42.4206766,12.107669,57,33.0,1024.0,19.0,57.0,0.4,19.4,2.0,5.0,0.1,5.5,26.4,,
2020-03-18,23:00:00,"Bogolese, Emilia Romagna, Italy",44.829145,10.391537,89,53.1,1008.2,36.0,89.0,5.1,16.1,,0.1,,48.5,33.3,,
2020-03-18,23:00:00,"Gramsci, Firenze, Italy",43.770585907976,11.271415330415,59,52.7,1019.2,19.0,59.0,0.6,20.7,,,0.1,27.9,,10.7,99.2
2020-03-20,07:00:00,"Scuola Osvaldo Conti, Salerno, Campania, Italy",40.69536,14.77751,1,1.0,1021.6,,65.0,,0.5,803.0,803.0,,25.7,0.9,,
2020-03-18,23:00:00,"Montebello, Emilia Romagna, Italy",44.786636353,10.33647728,33,53.1,1008.2,33.0,74.0,,16.1,,0.1,,48.0,33.3,,
2020-03-18,23:00:00,"Passi, Pisa, Italy",43.73635268547,10.400971437911,82,28.0,1022.9,31.0,82.0,,22.7,5.8,7.6,0.1,13.3,,,
2020-03-18,23:00:00,"Gerbido, Emilia Romagna, Italy",45.055889,9.747946,112,68.5,1018.2,50.0,112.0,,11.6,,,0.1,35.7,32.9,,
2020-03-18,23:00:00,"Febbio, Emilia Romagna, Italy",44.300708,10.431042,91,81.0,1035.0,15.0,91.0,,10.1,3.0,4.0,,4.6,37.0,,
2020-03-20,07:00:00,"Scuola De Amicis, Caserta, Campania, Italy",41.07795,14.33122,12,80.0,1016.4,39.0,60.0,,10.3,1.0,,11.8,4.0,,7.0,
2020-03-18,23:00:00,"Porta San Felice, Emilia Romagna, Italy",44.500017,11.328501,76,66.0,1026.0,32.0,76.0,,11.5,2.5,,0.1,36.6,32.1,5.5,
2020-03-18,23:00:00,"Savignano, Emilia Romagna, Italy",44.096869,12.403328,154,75.7,1024.7,59.0,154.0,,11.5,0.8,2.0,0.1,28.8,37.4,,
2020-03-18,23:00:00,"Via Mazzini, Frosinone, Lazio, Italy",41.63729,13.35094,89,38.6,1015.7,34.0,89.0,0.3,15.0,2.2,7.4,0.1,7.4,26.4,,
2020-03-20,07:00:00,"Parco Mercatello, Salerno, Campania, Italy",40.66142,14.80449,18,1.0,1021.6,36.0,52.0,0.1,0.5,803.0,803.0,9.1,8.5,18.2,,
2020-03-18,23:00:00,"Malagrotta, Roma, Lazio, Italy",41.883706,12.3337009,93,38.0,1021.1,37.0,93.0,0.6,21.6,5.0,9.0,0.1,9.2,19.1,,
2020-03-18,23:00:00,"Soresina , Lombardia, Italy",45.28398,9.86340258,134,75.0,1019.7,54.0,134.0,,8.8,0.3,0.5,,,,,
2020-03-18,23:00:00,"Borgofranco , Lombardia, Italy",45.04650286,11.18094889,87,88.0,1022.5,39.0,87.0,,7.2,2.0,3.5,,6.9,,,
2020-03-18,23:00:00,"Ferrucci, Prato, Italy",43.872401192971,11.104666288874,65,31.0,1022.4,25.0,65.0,,22.2,4.0,8.0,0.1,23.8,,,
2020-03-20,07:00:00,"Scuola Settembrini, Maddaloni, Campania, Italy",41.04592,14.37809,62,80.0,1016.4,17.0,54.0,,10.3,1.0,,,11.4,61.7,7.0,
2020-03-20,07:00:00,"Osservatorio Astronomico, Napoli, Campania, Italy",40.86369,14.25451,22,76.0,1023.0,29.0,38.0,,10.0,1.2,11.3,2.8,6.5,22.0,6.0,
2020-03-18,07:00:00,"Aversa scuola Cirillo, Aversa, Campania, Italy",40.97548,14.2114,2,43.5,1023.8,35.0,84.0,,20.0,5.5,9.5,1.9,12.9,,,
2020-03-20,07:00:00,"San Felice a Cancello Complesso scolastico, San Felice A Cancello, Campania, Italy",40.99052,14.42397,5,80.0,1016.4,23.0,62.0,0.2,10.3,1.0,,3.7,14.6,5.1,7.0,
2020-03-18,23:00:00,"Lugagnano, Emilia Romagna, Italy",44.82389,9.830369,104,68.5,1018.2,31.0,104.0,,11.6,,,0.1,17.0,42.3,,
2020-03-18,23:00:00,"Urss, Grosseto, Italy",42.77621678315,11.118456357027,53,52.0,1025.0,15.0,53.0,,19.0,4.1,,,15.1,,9.0,
2020-03-20,06:00:00,"Ente Ferrovie, Napoli, Campania, Italy",40.85361,14.27167,94,76.0,1023.0,42.0,94.0,0.2,10.0,1.2,11.3,4.6,14.7,,6.0,
2020-03-18,23:00:00,"Parco Montecucco, Emilia Romagna, Italy",45.038544,9.669349,99,68.5,1018.2,40.0,99.0,,11.6,,,0.1,33.4,37.0,,
2020-03-18,23:00:00,"Ballirana, Emilia Romagna, Italy",44.527432,11.982355,97,75.1,1023.8,30.0,97.0,5.1,12.5,3.5,4.3,0.1,15.1,34.6,,
2020-03-18,23:00:00,"San Clemente, Emilia Romagna, Italy",43.93183,12.62728,91,66.0,1023.0,56.0,91.0,,11.0,0.5,,0.1,10.6,43.5,5.0,
2020-03-18,23:00:00,"Bagno, Cerano, Piemonte, Italy",45.4099034,8.7875429,122,78.4,1022.0,,122.0,,10.3,0.1,2.7,,,,,
2020-03-18,23:00:00,"Saronno Santuario, Lombardia, Italy",45.626104,9.025004,91,62.0,1022.0,37.0,91.0,,11.1,1.6,1.0,,21.1,45.5,,
2020-03-18,23:00:00,"Marina-vecchia, Massa, Italy",44.029626188391,10.133072297499,65,32.3,1035.7,23.0,65.0,,21.1,6.0,8.0,,21.1,,,
2020-03-18,23:00:00,"Roma, Prato, Italy",43.87191227786,11.092564625561,63,31.0,1022.4,22.0,63.0,,22.2,4.0,8.0,0.1,24.3,,,
2020-03-18,23:00:00,"Carducci, Livorno, Italy",43.552268087855,10.329007715785,59,42.0,1024.0,23.0,59.0,,20.0,4.1,,0.1,47.1,,7.0,
2020-03-18,23:00:00,"Isonzo, Emilia Romagna, Italy",44.842488,11.613141,40,53.5,1022.7,40.0,82.0,,14.4,0.5,,0.1,40.7,44.3,,
